"category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"GO:0002768",1.23997240396518e-06,0.999999564242603,35,239,"immune response-regulating cell surface receptor signaling pathway","BP"
"GO:0055065",1.43501951510772e-06,0.999999518680534,68,611,"metal ion homeostasis","BP"
"GO:0050851",1.51780858791411e-06,0.999999498497292,31,200,"antigen receptor-mediated signaling pathway","BP"
"GO:0006915",1.66844925463981e-06,0.999999144753689,156,1772,"apoptotic process","BP"
"GO:0030888",1.7222455499752e-06,0.999999677531522,16,66,"regulation of B cell proliferation","BP"
"GO:0008283",1.76791604377442e-06,0.999999088101845,162,1850,"cell proliferation","BP"
"GO:0042035",1.88825854999111e-06,0.999999551486757,20,99,"regulation of cytokine biosynthetic process","BP"
"GO:0030003",1.91596586816063e-06,0.999999358020778,66,593,"cellular cation homeostasis","BP"
"GO:0006928",1.92541538275222e-06,0.999999002432287,166,1879,"movement of cell or subcellular component","BP"
"GO:0042592",2.31333696652502e-06,0.999998807589065,157,1778,"homeostatic process","BP"
"GO:0008284",2.39189823519638e-06,0.99999888476412,90,896,"positive regulation of cell proliferation","BP"
"GO:0006873",2.45794737795601e-06,0.999998936607255,67,607,"cellular ion homeostasis","BP"
"GO:0072503",2.48639965620046e-06,0.999998988467246,55,464,"cellular divalent inorganic cation homeostasis","BP"
"GO:0060402",2.50156386742202e-06,0.999999248287676,26,152,"calcium ion transport into cytosol","BP"
"GO:0032496",2.58325336538214e-06,0.999999070505349,34,235,"response to lipopolysaccharide","BP"
"GO:0042089",2.66947995097714e-06,0.9999993201469,21,110,"cytokine biosynthetic process","BP"
"GO:0006816",2.7396343152394e-06,0.999998839187441,50,404,"calcium ion transport","BP"
"GO:0031347",3.25867699666874e-06,0.999998591674738,65,595,"regulation of defense response","BP"
"GO:0048870",3.47453731431861e-06,0.999998054722908,136,1491,"cell motility","BP"
"GO:0051674",3.47453731431861e-06,0.999998054722908,136,1491,"localization of cell","BP"
"GO:0042127",3.55639999689685e-06,0.999998002734446,138,1538,"regulation of cell proliferation","BP"
"GO:0098657",3.60014842380206e-06,0.999998208760397,79,758,"import into cell","BP"
"GO:0032635",3.6710427380465e-06,0.999998900470705,25,149,"interleukin-6 production","BP"
"GO:0060401",3.68349927745617e-06,0.99999883515742,27,165,"cytosolic calcium ion transport","BP"
"GO:0002274",3.91417433850451e-06,0.999998665515873,30,197,"myeloid leukocyte activation","BP"
"GO:0055082",3.99125185280743e-06,0.999998015815167,78,748,"cellular chemical homeostasis","BP"
"GO:0050817",4.41176568890417e-06,0.999998663308293,25,150,"coagulation","BP"
"GO:0023051",4.41816816059902e-06,0.999997167804532,243,3012,"regulation of signaling","BP"
"GO:1902531",4.51716746740131e-06,0.999997319580159,141,1582,"regulation of intracellular signal transduction","BP"
"GO:0030193",4.77137639759184e-06,0.999999017561102,16,72,"regulation of blood coagulation","BP"
"GO:0042107",4.77826856161538e-06,0.999998730163887,21,114,"cytokine metabolic process","BP"
"GO:0006793",4.92114404074036e-06,0.999996772213615,226,2797,"phosphorus metabolic process","BP"
"GO:0031349",4.97660632496437e-06,0.999997925120211,43,342,"positive regulation of defense response","BP"
"GO:0050900",5.01215775020417e-06,0.999997963970749,40,310,"leukocyte migration","BP"
"GO:0070227",5.14980261691719e-06,0.999998864963039,17,80,"lymphocyte apoptotic process","BP"
"GO:0072507",5.28110516130628e-06,0.999997611432177,56,486,"divalent inorganic cation homeostasis","BP"
"GO:0050830",5.3782256745029e-06,0.999998881639058,16,72,"defense response to Gram-positive bacterium","BP"
"GO:0010941",5.42485399331771e-06,0.999996769978943,141,1595,"regulation of cell death","BP"
"GO:0010646",5.54916311425853e-06,0.99999632603203,241,2990,"regulation of cell communication","BP"
"GO:1900046",5.75436917024394e-06,0.999998794607917,16,73,"regulation of hemostasis","BP"
"GO:0009967",6.03370536388897e-06,0.999996468925143,127,1401,"positive regulation of signal transduction","BP"
"GO:0070838",6.21690117961976e-06,0.999997145247248,53,451,"divalent metal ion transport","BP"
"GO:0036094",6.4625377968285e-06,0.999995949794178,193,2324,"small molecule binding","MF"
"GO:0002696",6.54846787632958e-06,0.999997237923988,43,346,"positive regulation of leukocyte activation","BP"
"GO:0050864",6.61643385837305e-06,0.999997828364466,27,174,"regulation of B cell activation","BP"
"GO:0010959",7.00958294071936e-06,0.999996975879388,48,398,"regulation of metal ion transport","BP"
"GO:0002495",7.03572803501777e-06,0.999999460448008,8,19,"antigen processing and presentation of peptide antigen via MHC class II","BP"
"GO:0072511",7.10070573944243e-06,0.999996723658647,53,453,"divalent inorganic cation transport","BP"
"GO:0002697",7.19309211443215e-06,0.999996862420898,46,381,"regulation of immune effector process","BP"
"GO:0044283",7.78600293389267e-06,0.99999612467672,65,612,"small molecule biosynthetic process","BP"
"GO:0042108",7.950659240055e-06,0.999998398209045,15,66,"positive regulation of cytokine biosynthetic process","BP"
"GO:0002699",8.06447626682018e-06,0.999997022300348,32,228,"positive regulation of immune effector process","BP"
"GO:0002478",8.13414669933889e-06,0.999999190582865,9,25,"antigen processing and presentation of exogenous peptide antigen","BP"
"GO:0006796",8.47817652229224e-06,0.999994403964498,223,2775,"phosphate-containing compound metabolic process","BP"
"GO:0050867",8.61280294686117e-06,0.99999628731947,44,361,"positive regulation of cell activation","BP"
"GO:0051240",9.14368723345971e-06,0.999994265489908,155,1797,"positive regulation of multicellular organismal process","BP"
"GO:0050801",9.33675806018731e-06,0.99999508603174,77,753,"ion homeostasis","BP"
"GO:0098771",9.35108723487486e-06,0.999995172092696,72,690,"inorganic ion homeostasis","BP"
"GO:0032760",9.40339374435639e-06,0.999997698889297,18,91,"positive regulation of tumor necrosis factor production","BP"
"GO:0042110",9.53707195054606e-06,0.999995711622094,52,454,"T cell activation","BP"
"GO:0007596",9.8736325354116e-06,0.999996938202665,24,147,"blood coagulation","BP"
"GO:0010522",1.01041546730506e-05,0.999997391080367,19,100,"regulation of calcium ion transport into cytosol","BP"
"GO:0051241",1.03547096103934e-05,0.999993846523036,115,1253,"negative regulation of multicellular organismal process","BP"
"GO:0048519",1.06201315736317e-05,0.999992376806226,366,4900,"negative regulation of biological process","BP"
"GO:1903557",1.09815972484832e-05,0.999997277329087,18,92,"positive regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:1903555",1.11498698064052e-05,0.99999641242732,25,158,"regulation of tumor necrosis factor superfamily cytokine production","BP"
"GO:0032970",1.12973329533007e-05,0.999994986333492,46,377,"regulation of actin filament-based process","BP"
"GO:0016310",1.14502391932324e-05,0.999992547765462,172,2048,"phosphorylation","BP"
"GO:0043067",1.18564388667833e-05,0.999992664728451,129,1452,"regulation of programmed cell death","BP"
"GO:0051251",1.18874026716503e-05,0.999995086435103,38,297,"positive regulation of lymphocyte activation","BP"
"GO:0002504",1.20279568306823e-05,0.999998983006588,8,20,"antigen processing and presentation of peptide or polysaccharide antigen via MHC class II","BP"
"GO:0007599",1.24113242117455e-05,0.999996091347702,24,149,"hemostasis","BP"
"GO:0046903",1.26833605122969e-05,0.999992560867449,106,1134,"secretion","BP"
"GO:1901681",1.29235010687784e-05,0.999995106707868,32,228,"sulfur compound binding","MF"
"GO:0006897",1.30289964430661e-05,0.999993238679974,67,635,"endocytosis","BP"
"GO:0006874",1.31146319608954e-05,0.999993898272625,51,442,"cellular calcium ion homeostasis","BP"
"GO:0006909",1.39107141424182e-05,0.99999461534665,33,243,"phagocytosis","BP"
"GO:0048878",1.39966585512581e-05,0.999991823965535,103,1098,"chemical homeostasis","BP"
"GO:0055074",1.51994794888578e-05,0.999992743296406,52,456,"calcium ion homeostasis","BP"
"GO:0055080",1.65258341367282e-05,0.999991240158749,70,676,"cation homeostasis","BP"
"GO:0071706",1.71575930295145e-05,0.999994320380408,25,162,"tumor necrosis factor superfamily cytokine production","BP"
"GO:0070228",1.75122906458542e-05,0.99999645313367,14,62,"regulation of lymphocyte apoptotic process","BP"
"GO:0019725",1.76784725156042e-05,0.999990083945278,85,868,"cellular homeostasis","BP"
"GO:0098542",1.87465988321721e-05,0.999991154727078,51,454,"defense response to other organism","BP"
"GO:0032755",1.87475073253923e-05,0.999995369328525,17,88,"positive regulation of interleukin-6 production","BP"
"GO:0051283",1.96978953282054e-05,0.999994407930076,20,113,"negative regulation of sequestering of calcium ion","BP"
"GO:0016477",1.97895511634429e-05,0.999987637797925,123,1363,"cell migration","BP"
"GO:0097553",1.99757606719599e-05,0.999993895592863,22,132,"calcium ion transmembrane import into cytosol","BP"
"GO:1903169",2.02382279111017e-05,0.999993414870572,24,152,"regulation of calcium ion transmembrane transport","BP"
"GO:0002263",2.06074572211977e-05,0.999991986039864,32,237,"cell activation involved in immune response","BP"
"GO:0005488",2.08013639503514e-05,0.99998477505416,793,11848,"binding","MF"
"GO:0023056",2.13495217694696e-05,0.999986293567038,140,1612,"positive regulation of signaling","BP"
"GO:0044281",2.20638399413109e-05,0.999985821753374,140,1639,"small molecule metabolic process","BP"
"GO:0048522",2.32797853589813e-05,0.999982769373081,366,4940,"positive regulation of cellular process","BP"
"GO:0042981",2.41998896577105e-05,0.9999847332591,126,1432,"regulation of apoptotic process","BP"
"GO:1904062",2.52247961499242e-05,0.999988925283811,40,325,"regulation of cation transmembrane transport","BP"
"GO:1903530",2.52426681421875e-05,0.999985878086189,78,785,"regulation of secretion by cell","BP"
"GO:0042325",2.53173163837584e-05,0.999984011871106,126,1432,"regulation of phosphorylation","BP"
"GO:0051282",2.54240246366103e-05,0.999992635633341,20,115,"regulation of sequestering of calcium ion","BP"
"GO:0051924",2.55702337695722e-05,0.999989610945524,34,259,"regulation of calcium ion transport","BP"
"GO:0043168",2.5870397951191e-05,0.999982032843604,208,2583,"anion binding","MF"
"GO:0051046",2.58776290858629e-05,0.999985310937785,82,838,"regulation of secretion","BP"
"GO:0032680",2.67785439434067e-05,0.999991111989902,24,156,"regulation of tumor necrosis factor production","BP"
"GO:0010647",2.72366665353572e-05,0.99998244463984,139,1606,"positive regulation of cell communication","BP"
"GO:0051208",2.92143301219815e-05,0.99999144478052,20,116,"sequestering of calcium ion","BP"
"GO:0002700",2.92643659848381e-05,0.999990794300134,22,137,"regulation of production of molecular mediator of immune response","BP"
"GO:0004869",3.04403900274279e-05,0.999993958302282,13,57,"cysteine-type endopeptidase inhibitor activity","MF"
"GO:0007204",3.05102132227238e-05,0.999986780858198,38,305,"positive regulation of cytosolic calcium ion concentration","BP"
"GO:0044130",3.10933746143115e-05,0.999997577424468,7,17,"negative regulation of growth of symbiont in host","BP"
"GO:1902533",3.46692282061722e-05,0.999979658437763,88,927,"positive regulation of intracellular signal transduction","BP"
"GO:0001932",3.50148975584375e-05,0.999977946046089,117,1317,"regulation of protein phosphorylation","BP"
"GO:0030029",3.53156303738631e-05,0.999980409714706,73,721,"actin filament-based process","BP"
"GO:0032640",3.65250190410476e-05,0.999987613692675,24,159,"tumor necrosis factor production","BP"
"GO:0002366",3.70259804106604e-05,0.999985365487077,31,233,"leukocyte activation involved in immune response","BP"
"GO:0006959",3.71238391405073e-05,0.999986726529727,26,183,"humoral immune response","BP"
"GO:0042060",3.92275414207255e-05,0.999982185610022,41,342,"wound healing","BP"
"GO:0051270",4.02314736414868e-05,0.999976032946797,92,970,"regulation of cellular component movement","BP"
"GO:0061041",4.15802182146569e-05,0.999987003078342,21,131,"regulation of wound healing","BP"
"GO:0065007",4.17835419362899e-05,0.999968115339785,683,10030,"biological regulation","BP"
"GO:0002449",4.28834478149881e-05,0.999981314438519,37,305,"lymphocyte mediated immunity","BP"
"GO:0048002",4.29161686405348e-05,0.999991123437955,13,60,"antigen processing and presentation of peptide antigen","BP"
"GO:0019884",4.50499202415465e-05,0.999994106328832,9,30,"antigen processing and presentation of exogenous antigen","BP"
"GO:0065008",4.5343422406593e-05,0.999966820200164,280,3655,"regulation of biological quality","BP"
"GO:0048523",4.58659154311058e-05,0.999965826250736,329,4404,"negative regulation of cellular process","BP"
"GO:0050789",4.74728372989329e-05,0.99996363106207,649,9477,"regulation of biological process","BP"
"GO:0050866",4.85028916086419e-05,0.999981968629035,27,193,"negative regulation of cell activation","BP"
"GO:0030834",4.91450468551364e-05,0.999990633303067,12,49,"regulation of actin filament depolymerization","BP"
"GO:0044126",4.94648439359355e-05,0.999995747511551,7,18,"regulation of growth of symbiont in host","BP"
"GO:0051209",5.14502115696749e-05,0.999984832007444,19,111,"release of sequestered calcium ion into cytosol","BP"
"GO:0032879",5.29819181874655e-05,0.999962384951143,213,2673,"regulation of localization","BP"
"GO:0032940",5.35870955933699e-05,0.999967517079457,94,1012,"secretion by cell","BP"
"04380",5.68434914663401e-05,0.99998308757157,19,113,"Osteoclast differentiation","KEGG"
"GO:0048513",5.80554498846171e-05,0.999957856584472,247,3168,"animal organ development","BP"
"GO:0051174",5.91251865539505e-05,0.99996106757929,135,1584,"regulation of phosphorus metabolic process","BP"
"GO:0051480",5.9425033669784e-05,0.999972461855976,41,349,"regulation of cytosolic calcium ion concentration","BP"
"GO:0006468",6.56673996463312e-05,0.999956143206709,144,1710,"protein phosphorylation","BP"
"GO:0046631",6.57138872819887e-05,0.999977421776456,23,152,"alpha-beta T cell activation","BP"
"GO:0043408",6.79879977423165e-05,0.999961777960445,69,694,"regulation of MAPK cascade","BP"
"GO:0042098",6.86573822214454e-05,0.999973894134275,27,197,"T cell proliferation","BP"
"GO:0032501",6.91966744708771e-05,0.999946705610782,458,6406,"multicellular organismal process","BP"
"GO:0050794",7.12676387295537e-05,0.999944822443442,609,8844,"regulation of cellular process","BP"
"GO:0044146",7.20151311907831e-05,0.999993286612558,7,19,"negative regulation of growth of symbiont involved in interaction with host","BP"
"GO:0001906",7.24966959982022e-05,0.999975572512513,22,148,"cell killing","BP"
"GO:0050870",7.51299679942606e-05,0.999972523004816,25,177,"positive regulation of T cell activation","BP"
"05140",7.67966556672903e-05,0.999983080175331,13,62,"Leishmaniasis","KEGG"
"04012",7.81807461409921e-05,0.999979190158115,16,85,"ErbB signaling pathway","KEGG"
"GO:0090087",7.95350693793978e-05,0.999954958126278,70,715,"regulation of peptide transport","BP"
"GO:0000165",8.01168758809713e-05,0.999953955424709,73,750,"MAPK cascade","BP"
"GO:0070374",8.11110655754797e-05,0.999968837112645,27,197,"positive regulation of ERK1 and ERK2 cascade","BP"
"GO:0005102",8.38701162071549e-05,0.999944738918204,128,1503,"signaling receptor binding","MF"
"GO:0051223",8.40670321831973e-05,0.99995278496429,67,677,"regulation of protein transport","BP"
"04970",8.54458278391873e-05,0.999978358414596,15,75,"Salivary secretion","KEGG"
"GO:0019220",8.64185125508786e-05,0.999942524365899,134,1583,"regulation of phosphate metabolic process","BP"
"GO:0048731",8.64231474460555e-05,0.999934861249425,324,4331,"system development","BP"
"GO:0050829",8.66304005112103e-05,0.999982155510932,12,55,"defense response to Gram-negative bacterium","BP"
"GO:0050863",8.81240892282568e-05,0.999961120150401,35,289,"regulation of T cell activation","BP"
"GO:0019886",9.18847866691141e-05,0.999993435810557,6,14,"antigen processing and presentation of exogenous peptide antigen via MHC class II","BP"
"GO:0008201",9.25815354780909e-05,0.999968297274976,22,145,"heparin binding","MF"
"GO:0043269",9.37696081665838e-05,0.999946902651936,68,688,"regulation of ion transport","BP"
"GO:0097435",0.000100576227724544,0.999943420656834,66,655,"supramolecular fiber organization","BP"
"GO:0070371",0.000100764869884335,0.999954648543543,36,300,"ERK1 and ERK2 cascade","BP"
"GO:0050663",0.000101128196535671,0.999958302691514,30,232,"cytokine secretion","BP"
"05200",0.000102176394029648,0.999952893089284,38,318,"Pathways in cancer","KEGG"
"GO:0032956",0.000104565844241788,0.999951189154885,39,330,"regulation of actin cytoskeleton organization","BP"
"GO:0044144",0.000107454842771744,0.999989118583276,7,20,"modulation of growth of symbiont involved in interaction with host","BP"
"GO:0070201",0.000107835985385717,0.999938358647662,69,709,"regulation of establishment of protein localization","BP"
"GO:0030042",0.000108029232899923,0.99997731521529,12,53,"actin filament depolymerization","BP"
"GO:0043167",0.000112137952043954,0.999913907781029,379,5213,"ion binding","MF"
"GO:0009611",0.000116533875592563,0.99994016532434,49,455,"response to wounding","BP"
"GO:0046983",0.000117532488562188,0.999923378122846,116,1343,"protein dimerization activity","MF"
"GO:0033993",0.000118424963500053,0.999934188494065,62,620,"response to lipid","BP"
"GO:1903037",0.000119784480061005,0.999947678814823,33,271,"regulation of leukocyte cell-cell adhesion","BP"
"GO:1901879",0.000120795104557425,0.999966574303414,16,85,"regulation of protein depolymerization","BP"
"GO:1903039",0.000121116042658846,0.999953181104236,26,193,"positive regulation of leukocyte cell-cell adhesion","BP"
"GO:0070230",0.000124981574301419,0.999987022241546,7,20,"positive regulation of lymphocyte apoptotic process","BP"
"GO:2000145",0.000131568380578266,0.999920326435393,83,885,"regulation of cell motility","BP"
"GO:0002695",0.00014636036647373,0.999945242859141,24,173,"negative regulation of leukocyte activation","BP"
"GO:0070372",0.000151007246324615,0.999932247800815,34,283,"regulation of ERK1 and ERK2 cascade","BP"
"GO:0060326",0.00015205008645628,0.999934609452745,31,253,"cell chemotaxis","BP"
"GO:0044117",0.000152255377198753,0.999983423272062,7,21,"growth of symbiont in host","BP"
"GO:1902903",0.000156266051324928,0.999925537661941,39,333,"regulation of supramolecular fiber organization","BP"
"GO:0030036",0.000156733772105183,0.999911144259444,64,642,"actin cytoskeleton organization","BP"
"GO:0035821",0.000158390909213227,0.999952541655703,17,103,"modification of morphology or physiology of other organism","BP"
"GO:0023014",0.000159732812152032,0.999905803889362,73,767,"signal transduction by protein phosphorylation","BP"
"GO:0034097",0.000162170048326002,0.999905013577293,71,749,"response to cytokine","BP"
"GO:0032963",0.000165720083020728,0.999950149983477,17,103,"collagen metabolic process","BP"
"GO:0040012",0.000172370223055705,0.999893053478722,88,959,"regulation of locomotion","BP"
"GO:0002001",0.000173576804385477,0.999995661009019,4,6,"renin secretion into blood stream","BP"
"GO:0042330",0.00017574396835126,0.999904355978463,55,536,"taxis","BP"
"GO:0050793",0.000177599729340883,0.99987156357694,199,2524,"regulation of developmental process","BP"
"GO:0010038",0.000186883808482715,0.999917458857513,32,261,"response to metal ion","BP"
"GO:0043242",0.000190896361825263,0.999947569186706,15,79,"negative regulation of protein complex disassembly","BP"
"GO:0097367",0.000193615840801536,0.999863548555415,165,2043,"carbohydrate derivative binding","MF"
"GO:0051049",0.000194576975389958,0.999864929195673,150,1827,"regulation of transport","BP"
"GO:0030835",0.000195840475303027,0.999963697202011,10,40,"negative regulation of actin filament depolymerization","BP"
"GO:0070588",0.000199581443180587,0.999910269531843,33,271,"calcium ion transmembrane transport","BP"
"GO:0035710",0.000201553673597711,0.999941007287487,16,95,"CD4-positive, alpha-beta T cell activation","BP"
"GO:0045088",0.000206964161937771,0.999907946663635,32,268,"regulation of innate immune response","BP"
"GO:0072593",0.000207917691894253,0.99990751166594,32,267,"reactive oxygen species metabolic process","BP"
"GO:0051818",0.000208482635276802,0.999981630464943,6,16,"disruption of cells of other organism involved in symbiotic interaction","BP"
"GO:0051883",0.000208482635276802,0.999981630464943,6,16,"killing of cells in other organism involved in symbiotic interaction","BP"
"GO:0030099",0.000209489729195389,0.999895526666643,42,383,"myeloid cell differentiation","BP"
"GO:1901699",0.000214508946520111,0.999883781217787,53,512,"cellular response to nitrogen compound","BP"
"GO:0007159",0.000214753856056975,0.999900370313128,35,303,"leukocyte cell-cell adhesion","BP"
"GO:0090026",0.000218487949805644,0.999980576232244,6,16,"positive regulation of monocyte chemotaxis","BP"
"GO:0050878",0.000222041718056346,0.999896824614675,35,301,"regulation of body fluid levels","BP"
"GO:0043405",0.000223288533393268,0.999897583647483,34,284,"regulation of MAP kinase activity","BP"
"GO:1903034",0.000233322860632003,0.999911863486967,23,167,"regulation of response to wounding","BP"
"GO:0034134",0.000238389561526687,0.999978451489475,6,16,"toll-like receptor 2 signaling pathway","BP"
"GO:0002218",0.000246162856585476,0.999908998046306,22,158,"activation of innate immune response","BP"
"GO:0003008",0.000247972116198315,0.999829233338959,138,1663,"system process","BP"
"GO:1901880",0.000258262218222612,0.999930880310336,14,72,"negative regulation of protein depolymerization","BP"
"GO:2000778",0.000258364590158764,0.999961876510205,8,29,"positive regulation of interleukin-6 secretion","BP"
"GO:0051928",0.000261831716703491,0.999911297302412,19,126,"positive regulation of calcium ion transport","BP"
"GO:0050707",0.000272540888366782,0.999888627433709,26,201,"regulation of cytokine secretion","BP"
"GO:0071216",0.000274341518313862,0.999890118995782,25,191,"cellular response to biotic stimulus","BP"
"GO:0006935",0.000274867007390024,0.999848378228755,54,533,"chemotaxis","BP"
"GO:0001909",0.000282432719091451,0.999906924276724,18,120,"leukocyte mediated cytotoxicity","BP"
"GO:0090025",0.00028350176651656,0.999964905189761,7,23,"regulation of monocyte chemotaxis","BP"
